Word,Frequency,Ph_Count,Letter_Count,Validity,Script,Language,Listing
जगादत,NA,NA,NA,Non_Word,Native,Hindi,5
उल्रार,NA,NA,NA,Non_Word,Native,Hindi,5
महुर,NA,NA,NA,Non_Word,Native,Hindi,5
तलरें,NA,NA,NA,Non_Word,Native,Hindi,5
लगाकण,NA,NA,NA,Non_Word,Native,Hindi,5
तालाफ,NA,NA,NA,Non_Word,Native,Hindi,5
मस्हिर,NA,NA,NA,Non_Word,Native,Hindi,5
अक्वर,NA,NA,NA,Non_Word,Native,Hindi,5
रत्षा,NA,NA,NA,Non_Word,Native,Hindi,5
खलीड,NA,NA,NA,Non_Word,Native,Hindi,5
झयक्त,NA,NA,NA,Non_Word,Native,Hindi,5
भटत,NA,NA,NA,Non_Word,Native,Hindi,5
रसोलार,NA,NA,NA,Non_Word,Native,Hindi,5
दरिक,NA,NA,NA,Non_Word,Native,Hindi,5
हटेन,NA,NA,NA,Non_Word,Native,Hindi,5
मचयम,NA,NA,NA,Non_Word,Native,Hindi,5
विराकुंष,NA,NA,NA,Non_Word,Native,Hindi,5
संचावित,NA,NA,NA,Non_Word,Native,Hindi,5
फोपड़ी,NA,NA,NA,Non_Word,Native,Hindi,5
पैरम,NA,NA,NA,Non_Word,Native,Hindi,5
मनालीद,NA,NA,NA,Non_Word,Native,Hindi,5
धन्त,NA,NA,NA,Non_Word,Native,Hindi,5
शिरोइर,NA,NA,NA,Non_Word,Native,Hindi,5
अटव,NA,NA,NA,Non_Word,Native,Hindi,5
शरान,NA,NA,NA,Non_Word,Native,Hindi,5
तपिव,NA,NA,NA,Non_Word,Native,Hindi,5
अशोम,NA,NA,NA,Non_Word,Native,Hindi,5
कलार,NA,NA,NA,Non_Word,Native,Hindi,5
समचों,NA,NA,NA,Non_Word,Native,Hindi,5
पुरना,NA,NA,NA,Non_Word,Native,Hindi,5
लगजावी,NA,NA,NA,Non_Word,Native,Hindi,5
उतयार,NA,NA,NA,Non_Word,Native,Hindi,5
वजले,NA,NA,NA,Non_Word,Native,Hindi,5
मंत्ल,NA,NA,NA,Non_Word,Native,Hindi,5
मढ़ैय,NA,NA,NA,Non_Word,Native,Hindi,5
उतसद,NA,NA,NA,Non_Word,Native,Hindi,5
उत्कारांन,NA,NA,NA,Non_Word,Native,Hindi,5
प्रकई,NA,NA,NA,Non_Word,Native,Hindi,5
ठिलाश,NA,NA,NA,Non_Word,Native,Hindi,5
अनकात,NA,NA,NA,Non_Word,Native,Hindi,5
मलिक्कत,NA,NA,NA,Non_Word,Native,Hindi,5
उमचों,NA,NA,NA,Non_Word,Native,Hindi,5
पुरमषित,NA,NA,NA,Non_Word,Native,Hindi,5
अनाण्ड,NA,NA,NA,Non_Word,Native,Hindi,5
सर्बंल,NA,NA,NA,Non_Word,Native,Hindi,5
अनेतर,NA,NA,NA,Non_Word,Native,Hindi,5
घियार,NA,NA,NA,Non_Word,Native,Hindi,5
सलान,NA,NA,NA,Non_Word,Native,Hindi,5
नज्द,NA,NA,NA,Non_Word,Native,Hindi,5
महुन,NA,NA,NA,Non_Word,Native,Hindi,5
पलथर,NA,NA,NA,Non_Word,Native,Hindi,5
भगन,NA,NA,NA,Non_Word,Native,Hindi,5
आइत,NA,NA,NA,Non_Word,Native,Hindi,5
कसूल,NA,NA,NA,Non_Word,Native,Hindi,5
पटतिर,NA,NA,NA,Non_Word,Native,Hindi,5
बस्ल,NA,NA,NA,Non_Word,Native,Hindi,5
व्यलत,NA,NA,NA,Non_Word,Native,Hindi,5
व्क्तजन,NA,NA,NA,Non_Word,Native,Hindi,5
खकगीर,NA,NA,NA,Non_Word,Native,Hindi,5
वादन,NA,NA,NA,Non_Word,Native,Hindi,5
कमाकना,NA,NA,NA,Non_Word,Native,Hindi,5
विषशी,NA,NA,NA,Non_Word,Native,Hindi,5
आविकल्द,NA,NA,NA,Non_Word,Native,Hindi,5
अशोवा,NA,NA,NA,Non_Word,Native,Hindi,5
चन्नों,NA,NA,NA,Non_Word,Native,Hindi,5
मरी़य,NA,NA,NA,Non_Word,Native,Hindi,5
इरजली,NA,NA,NA,Non_Word,Native,Hindi,5
इधता,NA,NA,NA,Non_Word,Native,Hindi,5
रघुकक,NA,NA,NA,Non_Word,Native,Hindi,5
मलक,NA,NA,NA,Non_Word,Native,Hindi,5
वल्हकों,NA,NA,NA,Non_Word,Native,Hindi,5
दोबाद,NA,NA,NA,Non_Word,Native,Hindi,5
देक्तमण,NA,NA,NA,Non_Word,Native,Hindi,5
समरिषी,NA,NA,NA,Non_Word,Native,Hindi,5
चयरी,NA,NA,NA,Non_Word,Native,Hindi,5
मेवज,NA,NA,NA,Non_Word,Native,Hindi,5
कब्ह,NA,NA,NA,Non_Word,Native,Hindi,5
मित्न,NA,NA,NA,Non_Word,Native,Hindi,5
नाकाध्गी,NA,NA,NA,Non_Word,Native,Hindi,5
उठेंय,NA,NA,NA,Non_Word,Native,Hindi,5
जिखित,NA,NA,NA,Non_Word,Native,Hindi,5
शक्षु,NA,NA,NA,Non_Word,Native,Hindi,5
नवेंट,NA,NA,NA,Non_Word,Native,Hindi,5
अस्री,NA,NA,NA,Non_Word,Native,Hindi,5
सभारिय,NA,NA,NA,Non_Word,Native,Hindi,5
महापुदार,NA,NA,NA,Non_Word,Native,Hindi,5
जघरतों,NA,NA,NA,Non_Word,Native,Hindi,5
पलम,NA,NA,NA,Non_Word,Native,Hindi,5
जांशा,NA,NA,NA,Non_Word,Native,Hindi,5
रनिई,NA,NA,NA,Non_Word,Native,Hindi,5
अससन,NA,NA,NA,Non_Word,Native,Hindi,5
मस्नत,NA,NA,NA,Non_Word,Native,Hindi,5
जगटे,NA,NA,NA,Non_Word,Native,Hindi,5
परव्नें,NA,NA,NA,Non_Word,Native,Hindi,5
मढ़ैद,NA,NA,NA,Non_Word,Native,Hindi,5
अन्कय,NA,NA,NA,Non_Word,Native,Hindi,5
पलका,NA,NA,NA,Non_Word,Native,Hindi,5
दक्रेंर,NA,NA,NA,Non_Word,Native,Hindi,5
सीडि़त,NA,NA,NA,Non_Word,Native,Hindi,5
अनेरी,NA,NA,NA,Non_Word,Native,Hindi,5
बढे़ंत,NA,NA,NA,Non_Word,Native,Hindi,5
सा़व,NA,NA,NA,Non_Word,Native,Hindi,5
गुस्हौन,NA,NA,NA,Non_Word,Native,Hindi,5
खकगीट,NA,NA,NA,Non_Word,Native,Hindi,5
हवतमार,NA,NA,NA,Non_Word,Native,Hindi,5
विभुता,NA,NA,NA,Non_Word,Native,Hindi,5
मररमंच्छ,NA,NA,NA,Non_Word,Native,Hindi,5
क्क्षर,NA,NA,NA,Non_Word,Native,Hindi,5
उलई,NA,NA,NA,Non_Word,Native,Hindi,5
रगकक,NA,NA,NA,Non_Word,Native,Hindi,5
अम्त,NA,NA,NA,Non_Word,Native,Hindi,5
चबूपक,NA,NA,NA,Non_Word,Native,Hindi,5
शक्शों,NA,NA,NA,Non_Word,Native,Hindi,5
नकार,NA,NA,NA,Non_Word,Native,Hindi,5
प्रखशों,NA,NA,NA,Non_Word,Native,Hindi,5
अत्श,NA,NA,NA,Non_Word,Native,Hindi,5
प्रणरी,NA,NA,NA,Non_Word,Native,Hindi,5
उताका,NA,NA,NA,Non_Word,Native,Hindi,5
इकारार,NA,NA,NA,Non_Word,Native,Hindi,5
सतयत,NA,NA,NA,Non_Word,Native,Hindi,5
आधीत,NA,NA,NA,Non_Word,Native,Hindi,5
उपकेंडर,NA,NA,NA,Non_Word,Native,Hindi,5
धागामा,NA,NA,NA,Non_Word,Native,Hindi,5
अललय,NA,NA,NA,Non_Word,Native,Hindi,5
जलेंम,NA,NA,NA,Non_Word,Native,Hindi,5
कब्श,NA,NA,NA,Non_Word,Native,Hindi,5
आभूनिर,NA,NA,NA,Non_Word,Native,Hindi,5
अस्दर,NA,NA,NA,Non_Word,Native,Hindi,5
उपारहर,NA,NA,NA,Non_Word,Native,Hindi,5
अस्सेर,NA,NA,NA,Non_Word,Native,Hindi,5
भरात,NA,NA,NA,Non_Word,Native,Hindi,5
अफबाल,NA,NA,NA,Non_Word,Native,Hindi,5
अच्नी,NA,NA,NA,Non_Word,Native,Hindi,5
प्रबंपति,NA,NA,NA,Non_Word,Native,Hindi,5
जनकाने,NA,NA,NA,Non_Word,Native,Hindi,5
मिर्न,NA,NA,NA,Non_Word,Native,Hindi,5
चप्दन,NA,NA,NA,Non_Word,Native,Hindi,5
अलनाड,NA,NA,NA,Non_Word,Native,Hindi,5
चमते,NA,NA,NA,Non_Word,Native,Hindi,5
बरास्न,NA,NA,NA,Non_Word,Native,Hindi,5
आमपूक,NA,NA,NA,Non_Word,Native,Hindi,5
दमड,NA,NA,NA,Non_Word,Native,Hindi,5
चरषिर,NA,NA,NA,Non_Word,Native,Hindi,5
कलेम,NA,NA,NA,Non_Word,Native,Hindi,5
अन्षिर,NA,NA,NA,Non_Word,Native,Hindi,5
समरितों,NA,NA,NA,Non_Word,Native,Hindi,5
आइमी,NA,NA,NA,Non_Word,Native,Hindi,5
आधीय,NA,NA,NA,Non_Word,Native,Hindi,5
अनकार,NA,NA,NA,Non_Word,Native,Hindi,5
खरोंड,NA,NA,NA,Non_Word,Native,Hindi,5
जहरा,NA,NA,NA,Non_Word,Native,Hindi,5
गबली,NA,NA,NA,Non_Word,Native,Hindi,5
अशोल,NA,NA,NA,Non_Word,Native,Hindi,5
गरन,NA,NA,NA,Non_Word,Native,Hindi,5
अजभ्य,NA,NA,NA,Non_Word,Native,Hindi,5
दस्न,NA,NA,NA,Non_Word,Native,Hindi,5
मार्साय,NA,NA,NA,Non_Word,Native,Hindi,5
जख्रतों,NA,NA,NA,Non_Word,Native,Hindi,5
अशोग,NA,NA,NA,Non_Word,Native,Hindi,5
प्रगल,NA,NA,NA,Non_Word,Native,Hindi,5
शरार,NA,NA,NA,Non_Word,Native,Hindi,5
बदर्वार,NA,NA,NA,Non_Word,Native,Hindi,5
गन्बी,NA,NA,NA,Non_Word,Native,Hindi,5
हड़वाराप,NA,NA,NA,Non_Word,Native,Hindi,5
आक्मषण,NA,NA,NA,Non_Word,Native,Hindi,5
पास्तिर,NA,NA,NA,Non_Word,Native,Hindi,5
अन्सिर,NA,NA,NA,Non_Word,Native,Hindi,5
चमती,NA,NA,NA,Non_Word,Native,Hindi,5
घंचाई,NA,NA,NA,Non_Word,Native,Hindi,5
नियंचीरण,NA,NA,NA,Non_Word,Native,Hindi,5
कब्म,NA,NA,NA,Non_Word,Native,Hindi,5
सहेव,NA,NA,NA,Non_Word,Native,Hindi,5
झड़नी,NA,NA,NA,Non_Word,Native,Hindi,5
बधापति,NA,NA,NA,Non_Word,Native,Hindi,5
तबाया,NA,NA,NA,Non_Word,Native,Hindi,5
स्नेन,NA,NA,NA,Non_Word,Native,Hindi,5
उमतों,NA,NA,NA,Non_Word,Native,Hindi,5
निंरज,NA,NA,NA,Non_Word,Native,Hindi,5
मड़चर,NA,NA,NA,Non_Word,Native,Hindi,5
आसार,NA,NA,NA,Non_Word,Native,Hindi,5
जमीम,NA,NA,NA,Non_Word,Native,Hindi,5
नकड़ों,NA,NA,NA,Non_Word,Native,Hindi,5
आत्यकोल,NA,NA,NA,Non_Word,Native,Hindi,5
उतयाम,NA,NA,NA,Non_Word,Native,Hindi,5
उच्चमेंर,NA,NA,NA,Non_Word,Native,Hindi,5
संगध,NA,NA,NA,Non_Word,Native,Hindi,5
जगचाति,NA,NA,NA,Non_Word,Native,Hindi,5
ईकेकन,NA,NA,NA,Non_Word,Native,Hindi,5
हजून,NA,NA,NA,Non_Word,Native,Hindi,5
सजनू,NA,NA,NA,Non_Word,Native,Hindi,5
आर्याभ,NA,NA,NA,Non_Word,Native,Hindi,5
पचतोद,NA,NA,NA,Non_Word,Native,Hindi,5
हड़कषप,NA,NA,NA,Non_Word,Native,Hindi,5
गिप्पर,NA,NA,NA,Non_Word,Native,Hindi,5
गवाती,NA,NA,NA,Non_Word,Native,Hindi,5
ननदत,NA,NA,NA,Non_Word,Native,Hindi,5
अवगन,NA,NA,NA,Non_Word,Native,Hindi,5
समानत,NA,NA,NA,Non_Word,Native,Hindi,5
कड़म,NA,NA,NA,Non_Word,Native,Hindi,5
कार्वात्य,NA,NA,NA,Non_Word,Native,Hindi,5
अपदगाण,NA,NA,NA,Non_Word,Native,Hindi,5
दुक्कर,NA,NA,NA,Non_Word,Native,Hindi,5
कड़ह,NA,NA,NA,Non_Word,Native,Hindi,5
अग्क्रभाण,NA,NA,NA,Non_Word,Native,Hindi,5
नितिध,NA,NA,NA,Non_Word,Native,Hindi,5
मंसूल,NA,NA,NA,Non_Word,Native,Hindi,5
उत्काक्न,NA,NA,NA,Non_Word,Native,Hindi,5
तलातोल,NA,NA,NA,Non_Word,Native,Hindi,5
अच्र,NA,NA,NA,Non_Word,Native,Hindi,5
मगरदाच्छ,NA,NA,NA,Non_Word,Native,Hindi,5
आलिम,NA,NA,NA,Non_Word,Native,Hindi,5
बाबूर,NA,NA,NA,Non_Word,Native,Hindi,5
अफखोल,NA,NA,NA,Non_Word,Native,Hindi,5
रसोलार,NA,NA,NA,Non_Word,Native,Hindi,5
समरधक,NA,NA,NA,Non_Word,Native,Hindi,5
सरान,NA,NA,NA,Non_Word,Native,Hindi,5
बेकगीट,NA,NA,NA,Non_Word,Native,Hindi,5
कंबकी,NA,NA,NA,Non_Word,Native,Hindi,5
दलशित,NA,NA,NA,Non_Word,Native,Hindi,5
सर्क,NA,NA,NA,Non_Word,Native,Hindi,5
स्नाथ्ट,NA,NA,NA,Non_Word,Native,Hindi,5
अम्न,NA,NA,NA,Non_Word,Native,Hindi,5
फैपक,NA,NA,NA,Non_Word,Native,Hindi,5
उच्चमेंम,NA,NA,NA,Non_Word,Native,Hindi,5
चाहिद,NA,NA,NA,Non_Word,Native,Hindi,5
आर्मषण,NA,NA,NA,Non_Word,Native,Hindi,5
झुवर,NA,NA,NA,Non_Word,Native,Hindi,5
सरौल,NA,NA,NA,Non_Word,Native,Hindi,5
दौडि़त,NA,NA,NA,Non_Word,Native,Hindi,5
रणलार,NA,NA,NA,Non_Word,Native,Hindi,5
आवसृयक,NA,NA,NA,Non_Word,Native,Hindi,5
खटाम,NA,NA,NA,Non_Word,Native,Hindi,5
बारर,NA,NA,NA,Non_Word,Native,Hindi,5
अनगुत,NA,NA,NA,Non_Word,Native,Hindi,5
मुटकर,NA,NA,NA,Non_Word,Native,Hindi,5
गवाणु,NA,NA,NA,Non_Word,Native,Hindi,5
अपदवाण,NA,NA,NA,Non_Word,Native,Hindi,5
मनोन्ती,NA,NA,NA,Non_Word,Native,Hindi,5
भरेन,NA,NA,NA,Non_Word,Native,Hindi,5
अम्र,NA,NA,NA,Non_Word,Native,Hindi,5
सहरे,NA,NA,NA,Non_Word,Native,Hindi,5
उमतों,NA,NA,NA,Non_Word,Native,Hindi,5
निंदय,NA,NA,NA,Non_Word,Native,Hindi,5
सहायार,NA,NA,NA,Non_Word,Native,Hindi,5
बादश,NA,NA,NA,Non_Word,Native,Hindi,5
नमना,NA,NA,NA,Non_Word,Native,Hindi,5
सर्बंव,NA,NA,NA,Non_Word,Native,Hindi,5
स्थागीछ,NA,NA,NA,Non_Word,Native,Hindi,5
उलजदाल,NA,NA,NA,Non_Word,Native,Hindi,5
मशत्क,NA,NA,NA,Non_Word,Native,Hindi,5
आसस,NA,NA,NA,Non_Word,Native,Hindi,5
प्रतिशाता,NA,NA,NA,Non_Word,Native,Hindi,5
अलाल,NA,NA,NA,Non_Word,Native,Hindi,5
तसत,NA,NA,NA,Non_Word,Native,Hindi,5
नतरास्तक,NA,NA,NA,Non_Word,Native,Hindi,5
पहद,NA,NA,NA,Non_Word,Native,Hindi,5
तलाद,NA,NA,NA,Non_Word,Native,Hindi,5
गायरी,NA,NA,NA,Non_Word,Native,Hindi,5
वार्न,NA,NA,NA,Non_Word,Native,Hindi,5
बुखायी,NA,NA,NA,Non_Word,Native,Hindi,5
अल्ग,NA,NA,NA,Non_Word,Native,Hindi,5
नागाध्गी,NA,NA,NA,Non_Word,Native,Hindi,5
पलर,NA,NA,NA,Non_Word,Native,Hindi,5
मर्द्त,NA,NA,NA,Non_Word,Native,Hindi,5
दलीन,NA,NA,NA,Non_Word,Native,Hindi,5
समरवाक,NA,NA,NA,Non_Word,Native,Hindi,5
अम्न,NA,NA,NA,Non_Word,Native,Hindi,5
रुपरा,NA,NA,NA,Non_Word,Native,Hindi,5
जयत,NA,NA,NA,Non_Word,Native,Hindi,5
तीसतन,NA,NA,NA,Non_Word,Native,Hindi,5
भगजामी,NA,NA,NA,Non_Word,Native,Hindi,5
सनुय,NA,NA,NA,Non_Word,Native,Hindi,5
सरंस्कार,NA,NA,NA,Non_Word,Native,Hindi,5
फूप्पथी,NA,NA,NA,Non_Word,Native,Hindi,5
भभक,NA,NA,NA,Non_Word,Native,Hindi,5
खबकी,NA,NA,NA,Non_Word,Native,Hindi,5
अपद्ब्द,NA,NA,NA,Non_Word,Native,Hindi,5
कपया,NA,NA,NA,Non_Word,Native,Hindi,5
आभूर्र,NA,NA,NA,Non_Word,Native,Hindi,5
ख्पर,NA,NA,NA,Non_Word,Native,Hindi,5
चहमते,NA,NA,NA,Non_Word,Native,Hindi,5
पार्मिरी,NA,NA,NA,Non_Word,Native,Hindi,5
निर्मार,NA,NA,NA,Non_Word,Native,Hindi,5
खपति,NA,NA,NA,Non_Word,Native,Hindi,5
दौराब,NA,NA,NA,Non_Word,Native,Hindi,5
भीक्कन,NA,NA,NA,Non_Word,Native,Hindi,5
मचाज,NA,NA,NA,Non_Word,Native,Hindi,5
समचों,NA,NA,NA,Non_Word,Native,Hindi,5
अशिस्त,NA,NA,NA,Non_Word,Native,Hindi,5
अल्वा,NA,NA,NA,Non_Word,Native,Hindi,5
प्रकली,NA,NA,NA,Non_Word,Native,Hindi,5
आरदेक,NA,NA,NA,Non_Word,Native,Hindi,5
साहुभीक,NA,NA,NA,Non_Word,Native,Hindi,5
उरच,NA,NA,NA,Non_Word,Native,Hindi,5
प्रतियार्ती,NA,NA,NA,Non_Word,Native,Hindi,5
नशीन,NA,NA,NA,Non_Word,Native,Hindi,5
जसकार,NA,NA,NA,Non_Word,Native,Hindi,5
सफत,NA,NA,NA,Non_Word,Native,Hindi,5
चन्दे,NA,NA,NA,Non_Word,Native,Hindi,5
प्रकारों,NA,NA,NA,Non_Word,Native,Hindi,5
सलार,NA,NA,NA,Non_Word,Native,Hindi,5
वत्व,NA,NA,NA,Non_Word,Native,Hindi,5
उड़िच,NA,NA,NA,Non_Word,Native,Hindi,5
भस्य,NA,NA,NA,Non_Word,Native,Hindi,5
मुयदन,NA,NA,NA,Non_Word,Native,Hindi,5
अधिचाना,NA,NA,NA,Non_Word,Native,Hindi,5
बारसे,NA,NA,NA,Non_Word,Native,Hindi,5
आयोनिण,NA,NA,NA,Non_Word,Native,Hindi,5
कतलार,NA,NA,NA,Non_Word,Native,Hindi,5
लचीक,NA,NA,NA,Non_Word,Native,Hindi,5
कबाल,NA,NA,NA,Non_Word,Native,Hindi,5
समगावी,NA,NA,NA,Non_Word,Native,Hindi,5
हकएंर,NA,NA,NA,Non_Word,Native,Hindi,5
साठभीक,NA,NA,NA,Non_Word,Native,Hindi,5
मिसाज,NA,NA,NA,Non_Word,Native,Hindi,5
समूय,NA,NA,NA,Non_Word,Native,Hindi,5
परश्न,NA,NA,NA,Non_Word,Native,Hindi,5
सरौत,NA,NA,NA,Non_Word,Native,Hindi,5
वसीन,NA,NA,NA,Non_Word,Native,Hindi,5
दलतारी,NA,NA,NA,Non_Word,Native,Hindi,5
अनऋश,NA,NA,NA,Non_Word,Native,Hindi,5
शकद,NA,NA,NA,Non_Word,Native,Hindi,5
पहश्न,NA,NA,NA,Non_Word,Native,Hindi,5
सीकड़ा,NA,NA,NA,Non_Word,Native,Hindi,5
रैपड़ी,NA,NA,NA,Non_Word,Native,Hindi,5
उपेज्वल,NA,NA,NA,Non_Word,Native,Hindi,5
आहृसान,NA,NA,NA,Non_Word,Native,Hindi,5
आराब,NA,NA,NA,Non_Word,Native,Hindi,5
प्रतिकाग,NA,NA,NA,Non_Word,Native,Hindi,5
यातल,NA,NA,NA,Non_Word,Native,Hindi,5
कद्ल,NA,NA,NA,Non_Word,Native,Hindi,5
दरोज,NA,NA,NA,Non_Word,Native,Hindi,5
सजस,NA,NA,NA,Non_Word,Native,Hindi,5
आमरिल,NA,NA,NA,Non_Word,Native,Hindi,5
प्रणल,NA,NA,NA,Non_Word,Native,Hindi,5
किनावी,NA,NA,NA,Non_Word,Native,Hindi,5
खप्चने,NA,NA,NA,Non_Word,Native,Hindi,5
उपटतध,NA,NA,NA,Non_Word,Native,Hindi,5
पहुंरकर,NA,NA,NA,Non_Word,Native,Hindi,5
रतौंई,NA,NA,NA,Non_Word,Native,Hindi,5
घोंचाई,NA,NA,NA,Non_Word,Native,Hindi,5
ऊनिक,NA,NA,NA,Non_Word,Native,Hindi,5
सम्पनान,NA,NA,NA,Non_Word,Native,Hindi,5
सरौर,NA,NA,NA,Non_Word,Native,Hindi,5
मुण्या,NA,NA,NA,Non_Word,Native,Hindi,5
बख्धक,NA,NA,NA,Non_Word,Native,Hindi,5
जनझर,NA,NA,NA,Non_Word,Native,Hindi,5
सलर,NA,NA,NA,Non_Word,Native,Hindi,5
निपम,NA,NA,NA,Non_Word,Native,Hindi,5
मालसाय,NA,NA,NA,Non_Word,Native,Hindi,5
लक्कनी,NA,NA,NA,Non_Word,Native,Hindi,5
पढ़ोद,NA,NA,NA,Non_Word,Native,Hindi,5
आमरल,NA,NA,NA,Non_Word,Native,Hindi,5
कमोबन,NA,NA,NA,Non_Word,Native,Hindi,5
अवबंत,NA,NA,NA,Non_Word,Native,Hindi,5
जड़िद,NA,NA,NA,Non_Word,Native,Hindi,5
शक्ण,NA,NA,NA,Non_Word,Native,Hindi,5
वल्डिंभ,NA,NA,NA,Non_Word,Native,Hindi,5
उपेजवल,NA,NA,NA,Non_Word,Native,Hindi,5
अनैवल,NA,NA,NA,Non_Word,Native,Hindi,5
वापड़,NA,NA,NA,Non_Word,Native,Hindi,5
अशोप,NA,NA,NA,Non_Word,Native,Hindi,5
खबल,NA,NA,NA,Non_Word,Native,Hindi,5
बख्धन,NA,NA,NA,Non_Word,Native,Hindi,5
सत्न्वयक,NA,NA,NA,Non_Word,Native,Hindi,5
इटाक,NA,NA,NA,Non_Word,Native,Hindi,5
तमंत,NA,NA,NA,Non_Word,Native,Hindi,5
शपसों,NA,NA,NA,Non_Word,Native,Hindi,5
आइलन,NA,NA,NA,Non_Word,Native,Hindi,5
चमल,NA,NA,NA,Non_Word,Native,Hindi,5
एकड़खय,NA,NA,NA,Non_Word,Native,Hindi,5
उगार,NA,NA,NA,Non_Word,Native,Hindi,5
भस्से,NA,NA,NA,Non_Word,Native,Hindi,5
कहिट,NA,NA,NA,Non_Word,Native,Hindi,5
चालर,NA,NA,NA,Non_Word,Native,Hindi,5
आरदीस,NA,NA,NA,Non_Word,Native,Hindi,5
कचल,NA,NA,NA,Non_Word,Native,Hindi,5
जन्होंत,NA,NA,NA,Non_Word,Native,Hindi,5
भरेंन,NA,NA,NA,Non_Word,Native,Hindi,5
शपड़ो,NA,NA,NA,Non_Word,Native,Hindi,5
बसाल,NA,NA,NA,Non_Word,Native,Hindi,5
उपहल,NA,NA,NA,Non_Word,Native,Hindi,5
पंकार,NA,NA,NA,Non_Word,Native,Hindi,5
सहकी,NA,NA,NA,Non_Word,Native,Hindi,5
कचर,NA,NA,NA,Non_Word,Native,Hindi,5
कमोलित,NA,NA,NA,Non_Word,Native,Hindi,5
मुट,NA,NA,NA,Non_Word,Native,Hindi,5
आश्तक,NA,NA,NA,Non_Word,Native,Hindi,5
सदोन,NA,NA,NA,Non_Word,Native,Hindi,5
आपरनी,NA,NA,NA,Non_Word,Native,Hindi,5
सरेस्त्र,NA,NA,NA,Non_Word,Native,Hindi,5
भाहत,NA,NA,NA,Non_Word,Native,Hindi,5
महापदार,NA,NA,NA,Non_Word,Native,Hindi,5
पूर्य,NA,NA,NA,Non_Word,Native,Hindi,5
महिर,NA,NA,NA,Non_Word,Native,Hindi,5
नकड़े,NA,NA,NA,Non_Word,Native,Hindi,5
भक्क,NA,NA,NA,Non_Word,Native,Hindi,5
दफ्ल,NA,NA,NA,Non_Word,Native,Hindi,5
बढद,NA,NA,NA,Non_Word,Native,Hindi,5
पूंरज,NA,NA,NA,Non_Word,Native,Hindi,5
नलल,NA,NA,NA,Non_Word,Native,Hindi,5
बढ़ाल,NA,NA,NA,Non_Word,Native,Hindi,5
जयबार,NA,NA,NA,Non_Word,Native,Hindi,5
आइर,NA,NA,NA,Non_Word,Native,Hindi,5
समारत,NA,NA,NA,Non_Word,Native,Hindi,5
समायवयक,NA,NA,NA,Non_Word,Native,Hindi,5
पढ़ोन,NA,NA,NA,Non_Word,Native,Hindi,5
मुन्या,NA,NA,NA,Non_Word,Native,Hindi,5
नकतीं,NA,NA,NA,Non_Word,Native,Hindi,5
आश्म्यक,NA,NA,NA,Non_Word,Native,Hindi,5
बारस,NA,NA,NA,Non_Word,Native,Hindi,5
मलल,NA,NA,NA,Non_Word,Native,Hindi,5
बादय,NA,NA,NA,Non_Word,Native,Hindi,5
आलिंसान,NA,NA,NA,Non_Word,Native,Hindi,5
मिरिवेदी,NA,NA,NA,Non_Word,Native,Hindi,5
तड़य,NA,NA,NA,Non_Word,Native,Hindi,5
uttur,NA,NA,NA,Non_Word,Trans,Hindi,6
aampook,NA,NA,NA,Non_Word,Trans,Hindi,6
abat,NA,NA,NA,Non_Word,Trans,Hindi,6
upak,NA,NA,NA,Non_Word,Trans,Hindi,6
achv,NA,NA,NA,Non_Word,Trans,Hindi,6
adhchna,NA,NA,NA,Non_Word,Trans,Hindi,6
unad,NA,NA,NA,Non_Word,Trans,Hindi,6
afpaiy,NA,NA,NA,Non_Word,Trans,Hindi,6
ahareet,NA,NA,NA,Non_Word,Trans,Hindi,6
ahrgud,NA,NA,NA,Non_Word,Trans,Hindi,6
aidan,NA,NA,NA,Non_Word,Trans,Hindi,6
airat,NA,NA,NA,Non_Word,Trans,Hindi,6
ajanin,NA,NA,NA,Non_Word,Trans,Hindi,6
ajatr,NA,NA,NA,Non_Word,Trans,Hindi,6
ajdr,NA,NA,NA,Non_Word,Trans,Hindi,6
aket,NA,NA,NA,Non_Word,Trans,Hindi,6
alal,NA,NA,NA,Non_Word,Trans,Hindi,6
alalti,NA,NA,NA,Non_Word,Trans,Hindi,6
alat,NA,NA,NA,Non_Word,Trans,Hindi,6
alguay,NA,NA,NA,Non_Word,Trans,Hindi,6
alit,NA,NA,NA,Non_Word,Trans,Hindi,6
alm,NA,NA,NA,Non_Word,Trans,Hindi,6
alouhoy,NA,NA,NA,Non_Word,Trans,Hindi,6
amdan,NA,NA,NA,Non_Word,Trans,Hindi,6
amr,NA,NA,NA,Non_Word,Trans,Hindi,6
anetan,NA,NA,NA,Non_Word,Trans,Hindi,6
anevato,NA,NA,NA,Non_Word,Trans,Hindi,6
angar,NA,NA,NA,Non_Word,Trans,Hindi,6
anshiy,NA,NA,NA,Non_Word,Trans,Hindi,6
apadek,NA,NA,NA,Non_Word,Trans,Hindi,6
apal,NA,NA,NA,Non_Word,Trans,Hindi,6
aparathi,NA,NA,NA,Non_Word,Trans,Hindi,6
arkibh,NA,NA,NA,Non_Word,Trans,Hindi,6
arkrbhann,NA,NA,NA,Non_Word,Trans,Hindi,6
arnt,NA,NA,NA,Non_Word,Trans,Hindi,6
aroy,NA,NA,NA,Non_Word,Trans,Hindi,6
aryayan,NA,NA,NA,Non_Word,Trans,Hindi,6
asakshan,NA,NA,NA,Non_Word,Trans,Hindi,6
